salary_currency: руб

name: Backend python/Django разработчик
link: https://rostov.hh.ru/vacancy/37005320?query=Python
salary_min: 120000
salary_max: 200000
salary_currency: руб

name: Data Scientist (Limassol)
link: https://rostov.hh.ru/vacancy/37362533?query=Python
salary_min: None
salary_max: None
salary_currency: None

name: Python (Django) developer
link: https://rostov.hh.ru/vacancy/37293817?query=Python
salary_min: 180000
salary_max: None
salary_currency: руб

name: Senior Python Developer
link: https://rostov.hh.ru/vacancy/36906273?query=Python
salary_min: 180000
salary_max: None
salary_currency: руб

name: Системный программист Linux, C++, Go
link: https://rostov.hh.ru/vacancy/37098581?query=Python
salary_min: 110000
salary_max: 190000
salary_currency: руб

name: Python senior developer
link: https://rostov.hh.ru/vacancy/37115745?query=Python
salary_min: 180000
salary_max: 250000
salary_currency: руб

name: Python-разработчик
link: https://rostov.hh.ru/vacancy/36445891?query=Python
salary_min: 100000
salary_max: None
salary_currency: руб

name: Senior Python developer
link: https://rostov.hh.ru/vacancy/30005963?query=Python
salary_min: 4000
salary_max: None
salary_currency: USD

name: Senior Python Developer / Ведущий Python-разработчик
link: https://rostov.hh.ru/vacancy/36444270?query=Python
salary_min: 200000
salary_max: None
salary_currency: руб

name: Python middle developer
link: https://rostov.hh.ru/vacancy/36449432?query=Python
salary_min: 120000
salary_max: 160000
salary_currency: руб

name: QA Automation Engineer (Python)
link: https://rostov.hh.ru/vacancy/35419959?query=Python
salary_min: 3000
salary_max: None
salary_currency: USD

name: Backend Python разработчик
link: https://rostov.hh.ru/vacancy/37328507?query=Python
salary_min: 50000
salary_max: None
salary_currency: руб

name: Data Scientist
link: https://rostov.hh.ru/vacancy/37054908?query=Python
salary_min: 130000
salary_max: None
salary_currency: руб

name: Python/Django разработчик
link: https://rostov.hh.ru/vacancy/37171979?query=Python
salary_min: 50000
salary_max: None
salary_currency: руб

name: Senior Product / Data Analyst
link: https://rostov.hh.ru/vacancy/31648507?query=Python
salary_min: 200000
salary_max: None
salary_currency: руб

name: Senior C/C++ Developer
link: https://rostov.hh.ru/vacancy/36693892?query=Python
salary_min: 150000
salary_max: None
salary_currency: руб

name: Разработчик Python
link: https://rostov.hh.ru/vacancy/35013498?query=Python
salary_min: None
salary_max: None
salary_currency: None

name: Программист Python
link: https://rostov.hh.ru/vacancy/37034308?query=Python
salary_min: 40000
salary_max: 80000
salary_currency: руб

name: Junior Frontend-разработчик
link: https://rostov.hh.ru/vacancy/37175573?query=Python
salary_min: None
salary_max: None
salary_currency: None

name: Python developer
link: https://rostov.hh.ru/vacancy/36267171?query=Python
salary_min: 150000
salary_max: 200000
salary_currency: руб

name: Data Engineer
link: https://rostov.hh.ru/vacancy/36409905?query=Python
salary_min: 160000
salary_max: 200000
salary_currency: руб

name: Веб-программист Python/Django, full-stack
link: https://rostov.hh.ru/vacancy/37062486?query=Python
salary_min: 85000
salary_max: None
salary_currency: руб

name: DevOps Engineer
link: https://rostov.hh.ru/vacancy/37157884?query=Python
salary_min: 150000
salary_max: 250000
salary_currency: руб

name: Программист
link: https://rostov.hh.ru/vacancy/37000256?query=Python
salary_min: 60000
salary_max: 150000
salary_currency: руб

name: Разработчик front-end
link: https://rostov.hh.ru/vacancy/37391111?query=Python
salary_min: 260000
salary_max: None
salary_currency: руб

name: Middle/Senior python developer
link: https://rostov.hh.ru/vacancy/37197399?query=Python
salary_min: 120000
salary_max: 200000
salary_currency: руб

name: Разработчик Python
link: https://rostov.hh.ru/vacancy/36711877?query=Python
salary_min: None
salary_max: None
salary_currency: None

name: Разработчик Python 2.7 (3.Х)
link: https://rostov.hh.ru/vacancy/36990983?query=Python
salary_min: None
salary_max: None
salary_currency: None

name: Разработчик Python
link: https://rostov.hh.ru/vacancy/35871016?query=Python
salary_min: None
salary_max: None
salary_currency: None

name: QA Engineer/Тестировщик ПО
link: https://rostov.hh.ru/vacancy/37152954?query=Python
salary_min: 150000
salary_max: None
salary_currency: руб

name: Junior Linux DevOps Engineer/intern
link: https://rostov.hh.ru/vacancy/37274639?query=Python
salary_min: None
salary_max: None
salary_currency: None

name: Senior FullStack (Django/React) Developer (удаленно)
link: https://rostov.hh.ru/vacancy/37295399?query=Python
salary_min: 180000
salary_max: None
salary_currency: руб

name: Инженер по автоматизации тестирования / Python разработчик
link: https://rostov.hh.ru/vacancy/37169502?query=Python
salary_min: None
salary_max: None
salary_currency: None

name: Инженер-программист С/C++ для встраиваемых систем (Разработчик C/C++)
link: https://rostov.hh.ru/vacancy/37084032?query=Python
salary_min: 140000
salary_max: None
salary_currency: руб

name: Team lead Python developer
link: https://rostov.hh.ru/vacancy/37115748?query=Python
salary_min: 180000
salary_max: 250000
salary_currency: руб

name: Senior Backend Developer (Python, PostgreSQL)
link: https://rostov.hh.ru/vacancy/37030619?query=Python
salary_min: 160000
salary_max: 220000
salary_currency: руб

name: DevOps инженер (GNU/Linux, Mikrotik)
link: https://rostov.hh.ru/vacancy/37355374?query=Python
salary_min: 100000
salary_max: 130000
salary_currency: руб

name: Аналитик - эконометрист / Data scientist (Junior/Middle)
link: https://rostov.hh.ru/vacancy/37172711?query=Python
salary_min: None
salary_max: None
salary_currency: None

name: Backend - разработчик
link: https://rostov.hh.ru/vacancy/37356315?query=Python
salary_min: None
salary_max: None
salary_currency: None

name: Программист-алгоритмист по обработке изображений и компьютерному зрению
link: https://rostov.hh.ru/vacancy/37083764?query=Python
salary_min: 160000
salary_max: None
salary_currency: руб

name: Full-Stack Web-Developer (Python / Odoo)
link: https://rostov.hh.ru/vacancy/34649894?query=Python
salary_min: 100000
salary_max: 200000
salary_currency: руб

name: Python developer
link: https://rostov.hh.ru/vacancy/36297018?query=Python
salary_min: None
salary_max: None
salary_currency: None

name: Backend-разработчик
link: https://rostov.hh.ru/vacancy/35629745?query=Python
salary_min: 90000
salary_max: None
salary_currency: руб

name: Data scientist
link: https://rostov.hh.ru/vacancy/36877389?query=Python
salary_min: None
salary_max: None
salary_currency: None

name: Middle/Senior data scientist (fraud prevention)
link: https://rostov.hh.ru/vacancy/36991107?query=Python
salary_min: 140000
salary_max: 220000
salary_currency: руб

name: Разработчик / Инженер-программист (Python)
link: https://rostov.hh.ru/vacancy/36886946?query=Python
salary_min: 230000
salary_max: None
salary_currency: руб

name: Аналитик по машинному обучению
link: https://rostov.hh.ru/vacancy/36904901?query=Python
salary_min: 80000
salary_max: None
salary_currency: руб

name: Программист по созданию и ведению обучающего курса по Python
link: https://rostov.hh.ru/vacancy/36906276?query=Python
salary_min: 150000
salary_max: None
salary_currency: руб

name: Инженер-программист (full stack)
link: https://rostov.hh.ru/vacancy/37014924?query=Python
salary_min: 150000
salary_max: None
salary_currency: руб

name: Ведущий инженер проектов
link: https://rostov.hh.ru/vacancy/37080933?query=Python
salary_min: 130000
salary_max: None
salary_currency: руб

name: DevOps Specialist
link: https://rostov.hh.ru/vacancy/37378726?query=Python
salary_min: 172000
salary_max: 210000
salary_currency: руб

name: Junior Python Developer for Imunify Security [Remote]
link: https://rostov.hh.ru/vacancy/37236151?query=Python
salary_min: None
salary_max: None
salary_currency: None

name: Разработчик Delphi, SQL
link: https://rostov.hh.ru/vacancy/37294484?query=Python
salary_min: 110000
salary_max: 120000
salary_currency: руб

name: Python/Go Developer
link: https://rostov.hh.ru/vacancy/34567979?query=Python
salary_min: None
salary_max: None
salary_currency: None

name: Инженер
link: https://rostov.hh.ru/vacancy/37299155?query=Python
salary_min: None
salary_max: None
salary_currency: None

name: Middle / Senior Python разработчик
link: https://rostov.hh.ru/vacancy/37227501?query=Python
salary_min: None
salary_max: None
salary_currency: None

name: Senior iOS разработчик
link: https://rostov.hh.ru/vacancy/36858094?query=Python
salary_min: 170000
salary_max: 350000
salary_currency: руб

name: Разработчик алгоритмов глубокого обучения (нейросетевой разработчик)
link: https://rostov.hh.ru/vacancy/37182582?query=Python
salary_min: 150000
salary_max: 250000
salary_currency: руб

name: Инженер по автоматизированному тестированию (QA Automation Engineer) Python, C
link: https://rostov.hh.ru/vacancy/36630285?query=Python
salary_min: 80000
salary_max: 130000
salary_currency: руб

name: Senior Python Developer (to Riga)
link: https://rostov.hh.ru/vacancy/36950783?query=Python
salary_min: None
salary_max: None
salary_currency: None

name: Аналитик
link: https://rostov.hh.ru/vacancy/36551177?query=Python
salary_min: None
salary_max: None
salary_currency: None

name: Frontend-разработчик
link: https://rostov.hh.ru/vacancy/37356296?query=Python
salary_min: None
salary_max: None
salary_currency: None

name: DevOps - разработчик ПО
link: https://rostov.hh.ru/vacancy/35275243?query=Python
salary_min: 200000
salary_max: None
salary_currency: руб

name: Python-разработчик (Middle Python Developer)
link: https://rostov.hh.ru/vacancy/36887804?query=Python
salary_min: 230000
salary_max: None
salary_currency: руб

name: DevOps Engineer
link: https://rostov.hh.ru/vacancy/37362834?query=Python
salary_min: None
salary_max: None
salary_currency: None

name: Django разработчик
link: https://rostov.hh.ru/vacancy/37144120?query=Python
salary_min: None
salary_max: None
salary_currency: None

name: Senior Python developer (RiskEngine)
link: https://rostov.hh.ru/vacancy/37372568?query=Python
salary_min: 220000
salary_max: None
salary_currency: руб

name: Тестировщик
link: https://rostov.hh.ru/vacancy/37213548?query=Python
salary_min: 80000
salary_max: 120000
salary_currency: руб

name: Аналитик данных
link: https://rostov.hh.ru/vacancy/32265417?query=Python
salary_min: None
salary_max: None
salary_currency: None

name: Специалист по работе с базами данных/ Аналитик
link: https://rostov.hh.ru/vacancy/36902096?query=Python
salary_min: 80000
salary_max: 80000
salary_currency: руб

name: Математик-программист/Инженер по компьютерному зрению и обработке изображений
link: https://rostov.hh.ru/vacancy/37284012?query=Python
salary_min: None
salary_max: None
salary_currency: None

name: Специалист по тестированию ПО
link: https://rostov.hh.ru/vacancy/37214773?query=Python
salary_min: 200000
salary_max: None
salary_currency: руб

name: Java developer
link: https://rostov.hh.ru/vacancy/37334712?query=Python
salary_min: 180000
salary_max: 260000
salary_currency: руб

name: DevOps engineer
link: https://rostov.hh.ru/vacancy/35219728?query=Python
salary_min: 120000
salary_max: 170000
salary_currency: руб

name: Full-stack Developer
link: https://rostov.hh.ru/vacancy/36986668?query=Python
salary_min: 200000
salary_max: None
salary_currency: руб

name: Маркетинговый аналитик (GameDev)
link: https://rostov.hh.ru/vacancy/36657151?query=Python
salary_min: None
salary_max: None
salary_currency: None

name: Ведущий специалист по направлению IPS
link: https://rostov.hh.ru/vacancy/37093415?query=Python
salary_min: None
salary_max: None
salary_currency: None

name: С++ разработчик
link: https://rostov.hh.ru/vacancy/37171383?query=Python
salary_min: 120000
salary_max: 150000
salary_currency: руб

name: Java разработчик
link: https://rostov.hh.ru/vacancy/37107313?query=Python
salary_min: 180000
salary_max: None
salary_currency: руб

name: PHP-разработчик
link: https://rostov.hh.ru/vacancy/32333890?query=Python
salary_min: 130000
salary_max: 150000
salary_currency: руб

name: Middle Frontend-разработчик
link: https://rostov.hh.ru/vacancy/37079761?query=Python
salary_min: 150000
salary_max: 170000
salary_currency: руб

name: DevOps-инженер в команду разработки
link: https://rostov.hh.ru/vacancy/37246690?query=Python
salary_min: 90000
salary_max: 160000
salary_currency: руб

name: Тестировщик ПО
link: https://rostov.hh.ru/vacancy/37116627?query=Python
salary_min: None
salary_max: None
salary_currency: None

name: Senior Python Developer
link: https://rostov.hh.ru/vacancy/35469057?query=Python
salary_min: None
salary_max: None
salary_currency: None

name: DevOps engineer - GTB Deposits
link: https://rostov.hh.ru/vacancy/37179162?query=Python
salary_min: 180000
salary_max: None
salary_currency: руб

name: Инженер по тестированию ПО
link: https://rostov.hh.ru/vacancy/35682116?query=Python
salary_min: None
salary_max: None
salary_currency: None

name: Go/PHP developer
link: https://rostov.hh.ru/vacancy/36958305?query=Python
salary_min: 120000
salary_max: 250000
salary_currency: руб

name: Web Developer / Frontend разработчик (Nuxt.js, Vue.js, Django)
link: https://rostov.hh.ru/vacancy/37194543?query=Python
salary_min: 80000
salary_max: 130000
salary_currency: руб

name: Senior QA Engineer (Web)
link: https://rostov.hh.ru/vacancy/36493499?query=Python
salary_min: 100000
salary_max: 300000
salary_currency: руб

name: Analyst / Market Risks / Financial Analyst
link: https://rostov.hh.ru/vacancy/37337293?query=Python
salary_min: 70000
salary_max: 200000
salary_currency: руб

name: Аналитик
link: https://rostov.hh.ru/vacancy/37142385?query=Python
salary_min: 110000
salary_max: 140000
salary_currency: руб

name: Бизнес-аналитик (web and mobile)
link: https://rostov.hh.ru/vacancy/37331855?query=Python
salary_min: 160000
salary_max: None
salary_currency: руб

name: Computational Chemist
link: https://rostov.hh.ru/vacancy/37116729?query=Python
salary_min: None
salary_max: None
salary_currency: None

name: QA инженер - тестировщик
link: https://rostov.hh.ru/vacancy/36935593?query=Python
salary_min: 70000
salary_max: 140000
salary_currency: руб

name: Full Stack Developer / PHP Программист
link: https://rostov.hh.ru/vacancy/37082705?query=Python
salary_min: 120000
salary_max: None
salary_currency: руб

name: Quantitative Researcher (Deep Research)
link: https://rostov.hh.ru/vacancy/37374211?query=Python
salary_min: None
salary_max: None
salary_currency: None

name: CI Engineer
link: https://rostov.hh.ru/vacancy/27812469?query=Python
salary_min: 4000
salary_max: None
salary_currency: USD

name: Системный администратор Linux
link: https://rostov.hh.ru/vacancy/37059803?query=Python
salary_min: 140000
salary_max: 170000
salary_currency: руб

name: Дизайнер интерфейсов, UI/UX, Mobile, Web
link: https://rostov.hh.ru/vacancy/37331885?query=Python
salary_min: 80000
salary_max: 120000
salary_currency: руб

name: Системный администратор Linux
link: https://rostov.hh.ru/vacancy/36906310?query=Python
salary_min: 120000
salary_max: 150000
salary_currency: руб

name: Senior iOS Developer
link: https://rostov.hh.ru/vacancy/37279000?query=Python
salary_min: 250000
salary_max: 300000
salary_currency: руб

name: Аналитик / Технический руководитель проектов
link: https://rostov.hh.ru/vacancy/37227841?query=Python
salary_min: 120000
salary_max: 150000
salary_currency: руб

name: Teamlead/Senior Python разработчик
link: https://rostov.hh.ru/vacancy/37222965?query=Python
salary_min: None
salary_max: None
salary_currency: None

name: Ведущий специалист по развитию сетевых продуктов
link: https://rostov.hh.ru/vacancy/37093066?query=Python
salary_min: None
salary_max: None
salary_currency: None

name: Программист Python full stack
link: https://rostov.hh.ru/vacancy/37032727?query=Python
salary_min: 50000
salary_max: 150000
salary_currency: руб

name: Программист-Исследователь (RnD)
link: https://rostov.hh.ru/vacancy/36929281?query=Python
salary_min: 100000
salary_max: 200000
salary_currency: руб

name: Методист онлайн-курсов (Программирование)
link: https://rostov.hh.ru/vacancy/36627277?query=Python
salary_min: 80000
salary_max: None
salary_currency: руб

name: Web-программист (удаленно)
link: https://rostov.hh.ru/vacancy/37392285?query=Python
salary_min: 30000
salary_max: None
salary_currency: руб

name: Data Scientist
link: https://rostov.hh.ru/vacancy/37045181?query=Python
salary_min: None
salary_max: None
salary_currency: None

name: Team Lead Python Developer
link: https://rostov.hh.ru/vacancy/37197397?query=Python
salary_min: 250000
salary_max: None
salary_currency: руб

name: Аналитик Power BI
link: https://rostov.hh.ru/vacancy/37126867?query=Python
salary_min: None
salary_max: None
salary_currency: None

name: GFN Software Engineer - Gaming (Python, C++)
link: https://rostov.hh.ru/vacancy/36922412?query=Python
salary_min: None
salary_max: None
salary_currency: None

name: WEB-аналитик
link: https://rostov.hh.ru/vacancy/37083011?query=Python
salary_min: 80000
salary_max: 160000
salary_currency: руб

name: Quantitative Researcher (Trader)
link: https://rostov.hh.ru/vacancy/37029685?query=Python
salary_min: 10000
salary_max: None
salary_currency: EUR

name: Full-Stack Developer (Python, Django / Node.JS, Angular 2+)
link: https://rostov.hh.ru/vacancy/37350169?query=Python
salary_min: None
salary_max: None
salary_currency: None

name: Инженер (информационная безопасность)
link: https://rostov.hh.ru/vacancy/37393656?query=Python
salary_min: None
salary_max: None
salary_currency: None

name: Инженер-аналитик
link: https://rostov.hh.ru/vacancy/37092145?query=Python
salary_min: None
salary_max: None
salary_currency: None

name: FullStack Developer (Python, JS)
link: https://rostov.hh.ru/vacancy/37030410?query=Python
salary_min: None
salary_max: None
salary_currency: None

name: Наставник онлайн-курсов по программированию на Python
link: https://rostov.hh.ru/vacancy/37227244?query=Python
salary_min: 12500
salary_max: 20000
salary_currency: руб

name: Аналитик
link: https://rostov.hh.ru/vacancy/36202551?query=Python
salary_min: None
salary_max: None
salary_currency: None

name: Инженер по нагрузочному тестированию
link: https://rostov.hh.ru/vacancy/35868505?query=Python
salary_min: None
salary_max: None
salary_currency: None

name: Бэкенд-разработчик
link: https://rostov.hh.ru/vacancy/33632674?query=Python
salary_min: None
salary_max: None
salary_currency: None

name: Аналитик по работе с данными
link: https://rostov.hh.ru/vacancy/37208452?query=Python
salary_min: None
salary_max: None
salary_currency: None

name: Ведущий разработчик ПО в области облачных технологий
link: https://rostov.hh.ru/vacancy/37111259?query=Python
salary_min: 250000
salary_max: None
salary_currency: руб

name: Инженер-разработчик
link: https://rostov.hh.ru/vacancy/37007030?query=Python
salary_min: 90000
salary_max: None
salary_currency: руб

name: Product owner
link: https://rostov.hh.ru/vacancy/36353618?query=Python
salary_min: 100000
salary_max: None
salary_currency: руб

name: Системный администратор Linux
link: https://rostov.hh.ru/vacancy/37217012?query=Python
salary_min: 90000
salary_max: 120000
salary_currency: руб

name: Реверс-инженер
link: https://rostov.hh.ru/vacancy/37327300?query=Python
salary_min: 80000
salary_max: 200000
salary_currency: руб

name: Rust Developer
link: https://rostov.hh.ru/vacancy/36357908?query=Python
salary_min: 2000
salary_max: None
salary_currency: EUR

name: Младший сетевой инженер
link: https://rostov.hh.ru/vacancy/37372280?query=Python
salary_min: 90000
salary_max: None
salary_currency: руб

name: Младший инженер по внедрению и техподдержке телекоммуникационного биллинга (Зеленоград)
link: https://rostov.hh.ru/vacancy/36520361?query=Python
salary_min: 60000
salary_max: None
salary_currency: руб

name: Руководитель локальной группы Data Science в г. Москва
link: https://rostov.hh.ru/vacancy/36672688?query=Python
salary_min: None
salary_max: None
salary_currency: None

name: Ведущий инженер по автоматизированному тестированию (frontend)
link: https://rostov.hh.ru/vacancy/37373784?query=Python
salary_min: None
salary_max: None
salary_currency: None

name: Системный администратор
link: https://rostov.hh.ru/vacancy/36854763?query=Python
salary_min: None
salary_max: None
salary_currency: None

name: Python Developer
link: https://rostov.hh.ru/vacancy/37102259?query=Python
salary_min: 150000
salary_max: None
salary_currency: руб

name: Тестировщик (QA engineer)
link: https://rostov.hh.ru/vacancy/37325414?query=Python
salary_min: None
salary_max: None
salary_currency: None

name: Ведущий инженер по внедрению и техподдержке телекоммуникационного биллинга (Зеленоград)
link: https://rostov.hh.ru/vacancy/36520367?query=Python
salary_min: 120000
salary_max: None
salary_currency: руб

name: WebTutor разработчик
link: https://rostov.hh.ru/vacancy/37373782?query=Python
salary_min: None
salary_max: None
salary_currency: None

name: Technical Support Engineer (Nx Meta)
link: https://rostov.hh.ru/vacancy/35594122?query=Python
salary_min: 3000
salary_max: None
salary_currency: USD

name: Программист-разработчик
link: https://rostov.hh.ru/vacancy/37190810?query=Python
salary_min: 200000
salary_max: None
salary_currency: руб

name: C# программист (.NET Core Web API)
link: https://rostov.hh.ru/vacancy/36928976?query=Python
salary_min: None
salary_max: None
salary_currency: None

name: Инженер проектов
link: https://rostov.hh.ru/vacancy/36718613?query=Python
salary_min: 80000
salary_max: None
salary_currency: руб

name: Ruby on Rails developer
link: https://rostov.hh.ru/vacancy/37326648?query=Python
salary_min: 80000
salary_max: 220000
salary_currency: руб

name: Elixir разработчик
link: https://rostov.hh.ru/vacancy/37043869?query=Python
salary_min: None
salary_max: None
salary_currency: None

name: Auto QA / Автотестировщик
link: https://rostov.hh.ru/vacancy/37192048?query=Python
salary_min: None
salary_max: None
salary_currency: None

name: QA engineer (Partnership team)
link: https://rostov.hh.ru/vacancy/37340202?query=Python
salary_min: None
salary_max: None
salary_currency: None

name: Database administrator
link: https://rostov.hh.ru/vacancy/37073686?query=Python
salary_min: None
salary_max: None
salary_currency: None

name: Аналитик
link: https://rostov.hh.ru/vacancy/36943036?query=Python
salary_min: None
salary_max: None
salary_currency: None

name: QA инженер
link: https://rostov.hh.ru/vacancy/37007808?query=Python
salary_min: 120000
salary_max: None
salary_currency: руб

name: Инженер по внедрению и техподдержке биллинга
link: https://rostov.hh.ru/vacancy/36531853?query=Python
salary_min: 90000
salary_max: None
salary_currency: руб

name: DevOps/SRE
link: https://rostov.hh.ru/vacancy/37147781?query=Python
salary_min: None
salary_max: None
salary_currency: None

name: QA инженер
link: https://rostov.hh.ru/vacancy/36711867?query=Python
salary_min: None
salary_max: None
salary_currency: None

name: Разработчик (аналитик)
link: https://rostov.hh.ru/vacancy/37163584?query=Python
salary_min: None
salary_max: None
salary_currency: None

name: Teamlead команды технической поддержки
link: https://rostov.hh.ru/vacancy/36559188?query=Python
salary_min: 180000
salary_max: None
salary_currency: руб

name: Фронтенд разработчик/фулстек разработчик
link: https://rostov.hh.ru/vacancy/37320176?query=Python
salary_min: 100000
salary_max: 150000
salary_currency: руб

name: Сборщик ПО (мейнтейнер)
link: https://rostov.hh.ru/vacancy/37029237?query=Python
salary_min: 80000
salary_max: 130000
salary_currency: руб

name: Разработчик / архитектор системы противодействия мошенничеству (fraud prevention)
link: https://rostov.hh.ru/vacancy/37044820?query=Python
salary_min: None
salary_max: None
salary_currency: None

name: IDE Tools integration Engineer
link: https://rostov.hh.ru/vacancy/37153275?query=Python
salary_min: None
salary_max: None
salary_currency: None

name: Инженер отдела клиентской поддержки L2
link: https://rostov.hh.ru/vacancy/37319884?query=Python
salary_min: None
salary_max: None
salary_currency: None

name: Devops-инженер
link: https://rostov.hh.ru/vacancy/37191352?query=Python
salary_min: 150000
salary_max: None
salary_currency: руб

name: Compact Models Developer
link: https://rostov.hh.ru/vacancy/37029897?query=Python
salary_min: None
salary_max: None
salary_currency: None

name: Аналитик баз данных
link: https://rostov.hh.ru/vacancy/36649176?query=Python
salary_min: 90000
salary_max: 150000
salary_currency: руб

name: Machine Learning Research Engineer / Инженер отдела исследований и разработок
link: https://rostov.hh.ru/vacancy/36818130?query=Python
salary_min: None
salary_max: None
salary_currency: None

name: Python разработчик
link: https://rostov.hh.ru/vacancy/37073464?query=Python
salary_min: None
salary_max: None
salary_currency: None

name: Ведущий Kubernetes инженер
link: https://rostov.hh.ru/vacancy/36988507?query=Python
salary_min: None
salary_max: None
salary_currency: None

name: Junior Product Data-Analyst
link: https://rostov.hh.ru/vacancy/36921795?query=Python
salary_min: None
salary_max: None
salary_currency: None

name: DevOps системный администратор (Cyprus)
link: https://rostov.hh.ru/vacancy/37186197?query=Python
salary_min: None
salary_max: None
salary_currency: None

name: Риск-менеджер
link: https://rostov.hh.ru/vacancy/37027753?query=Python
salary_min: 100000
salary_max: 140000
salary_currency: руб

name: Аналитик данных
link: https://rostov.hh.ru/vacancy/35902250?query=Python
salary_min: None
salary_max: None
salary_currency: None

name: Middle backend/full stack developer
link: https://rostov.hh.ru/vacancy/37093134?query=Python
salary_min: None
salary_max: None
salary_currency: None

name: Ведущий веб-аналитик/продуктовый аналитик
link: https://rostov.hh.ru/vacancy/37359198?query=Python
salary_min: 120000
salary_max: None
salary_currency: руб

name: Data Engineer (BI)
link: https://rostov.hh.ru/vacancy/37297045?query=Python
salary_min: None
salary_max: None
salary_currency: None

name: Разработчик С++ (Back-end/CCTV/IPTV/OTT)
link: https://rostov.hh.ru/vacancy/37390664?query=Python
salary_min: None
salary_max: None
salary_currency: None

name: Программист-разработчик (Backend)
link: https://rostov.hh.ru/vacancy/36775990?query=Python
salary_min: None
salary_max: None
salary_currency: None

name: Методолог/Аналитик
link: https://rostov.hh.ru/vacancy/37294397?query=Python
salary_min: 150000
salary_max: None
salary_currency: руб

name: Senior Data Base Administator/Architect for Cassandra
link: https://rostov.hh.ru/vacancy/37023185?query=Python
salary_min: None
salary_max: None
salary_currency: None

name: Senior Data Platform Engineer
link: https://rostov.hh.ru/vacancy/37098179?query=Python
salary_min: None
salary_max: None
salary_currency: None

name: Инженер-физик (исследователь)
link: https://rostov.hh.ru/vacancy/37294344?query=Python
salary_min: 70000
salary_max: None
salary_currency: руб

name: Сетевой инженер (Cisco)
link: https://rostov.hh.ru/vacancy/37084730?query=Python
salary_min: 100000
salary_max: 175000
salary_currency: руб

name: DilOS (illumos) kernel developer / ZFS developer
link: https://rostov.hh.ru/vacancy/37302155?query=Python
salary_min: None
salary_max: None
salary_currency: None

name: Сетевой архитектор
link: https://rostov.hh.ru/vacancy/37389733?query=Python
salary_min: None
salary_max: None
salary_currency: None

name: DilOS (illumos based) userland developer
link: https://rostov.hh.ru/vacancy/37302295?query=Python
salary_min: None
salary_max: None
salary_currency: None

name: Quality assurance automation engineer (Cyprus, Limassol)
link: https://rostov.hh.ru/vacancy/37296415?query=Python
salary_min: None
salary_max: None
salary_currency: None

name: Ведущий инженер Linux (SRE, DevOps)
link: https://rostov.hh.ru/vacancy/35860065?query=Python
salary_min: None
salary_max: None
salary_currency: None

